model,temperature_dir,variant,n_expected,n_scored,n_missing,coverage,output_validity_rate,brier_score,brier_ci_low,brier_ci_high,log_loss,log_loss_ci_low,log_loss_ci_high,accuracy,accuracy_ci_low,accuracy_ci_high
GPT-OSS-120B,temperature_025,variant1_predicted_event,1580,1580,0,1.0,1.0,0.16647253164556963,0.1573280506329114,0.17586228006329113,0.5077270155391852,0.4860973928519856,0.5289892858604338,0.8088607594936709,0.7892405063291139,0.8278481012658228
GPT-OSS-120B,temperature_025,variant2_key_attribute,1580,1580,0,1.0,1.0,0.16934582278481017,0.15985415664556962,0.179128042721519,0.5139994457588024,0.4923148333890034,0.5358163478819542,0.8221518987341773,0.8025316455696202,0.8405063291139241
GPT-OSS-120B,temperature_025,variant3_reasoning_type,1580,1580,0,1.0,1.0,0.1811959493670886,0.171732125,0.19111303322784806,0.5372269037412145,0.5149647438942387,0.560460800977787,0.8107594936708861,0.7911392405063291,0.829746835443038
GPT-OSS-120B,temperature_025,variant4_credibility,1580,1580,0,1.0,1.0,0.17202835443037975,0.16345564715189873,0.18076971993670887,0.5207181146784945,0.5016806850434053,0.540232647035946,0.8189873417721519,0.8,0.8379746835443038
GPT-OSS-120B,temperature_025,variant5_key_conditions,1580,1580,0,1.0,1.0,0.15806696202531648,0.1492624351265823,0.16702267405063292,0.489659987815637,0.4688966074566353,0.5103320576334821,0.8177215189873418,0.7987341772151899,0.8367088607594937
GPT-OSS-120B,temperature_025,variant6_step_by_step_reasoning,1580,1580,0,1.0,1.0,0.1628615189873418,0.15382417405063292,0.17194721835443036,0.49904490878163954,0.47865888595545963,0.5209606744905058,0.8227848101265823,0.8037974683544303,0.8411392405063292
GPT-OSS-120B,temperature_025,variant7_uncertainty_language,1580,1580,0,1.0,1.0,0.16987518987341768,0.16104437974683544,0.1788036408227848,0.5163424019846221,0.4960290079821577,0.5368990272556428,0.8158227848101266,0.7962025316455696,0.8348101265822785
GPT-OSS-120B,temperature_025,variant8_temporal_anchors,1580,1580,0,1.0,1.0,0.15751430379746836,0.14829583544303798,0.16689454113924054,0.48814526788247276,0.4665977098357904,0.5093595832411352,0.8145569620253165,0.7955696202531646,0.8335443037974684
GPT-OSS-120B,temperature_075,variant0_neutral_baseline,1580,1580,0,1.0,1.0,0.156123164556962,0.1470868433544304,0.16517536392405066,0.483727971660581,0.4631837203185539,0.505060532804556,0.8259493670886076,0.8063291139240506,0.8443037974683544
GPT-OSS-120B,temperature_075,variant1_predicted_event,1580,1580,0,1.0,1.0,0.16505354430379748,0.1558313829113924,0.17452215981012656,0.5045773106485537,0.4832996356282635,0.5259414960320372,0.8170886075949367,0.7974683544303798,0.8360759493670886
GPT-OSS-120B,temperature_075,variant2_key_attribute,1580,1580,0,1.0,1.0,0.16883113924050633,0.15939193987341774,0.1781457658227848,0.5128174228412972,0.49151101169227274,0.5348473645234073,0.8278481012658228,0.8088607594936709,0.8462025316455696
GPT-OSS-120B,temperature_075,variant3_reasoning_type,1580,1580,0,1.0,1.0,0.18135012658227845,0.17138153006329118,0.19122496202531647,0.539725387798392,0.5171447109693929,0.5626816951554758,0.8126582278481013,0.7924050632911392,0.8322784810126582
GPT-OSS-120B,temperature_075,variant4_credibility,1580,1580,0,1.0,1.0,0.1685143670886076,0.15991972784810127,0.17706696993670887,0.5133728077125876,0.4943485323335538,0.5331735810947128,0.8215189873417722,0.8025316455696202,0.8405063291139241
GPT-OSS-120B,temperature_075,variant5_key_conditions,1580,1580,0,1.0,1.0,0.1573286075949367,0.14840236708860763,0.16647890822784808,0.487623429211053,0.4672314455434682,0.508256721210756,0.8132911392405063,0.7936708860759494,0.8322784810126582
GPT-OSS-120B,temperature_075,variant6_step_by_step_reasoning,1580,1580,0,1.0,1.0,0.16837367088607594,0.15900707911392406,0.17813359493670888,0.5132433034246081,0.4910784366548339,0.535565080984508,0.8183544303797469,0.7987341772151899,0.8373417721518988
GPT-OSS-120B,temperature_075,variant7_uncertainty_language,1580,1580,0,1.0,1.0,0.17448101265822782,0.1656875332278481,0.18363310759493676,0.5254646601385369,0.5053718197542976,0.5463899987816306,0.8208860759493671,0.8018987341772152,0.839873417721519
GPT-OSS-120B,temperature_075,variant8_temporal_anchors,1580,1580,0,1.0,1.0,0.15818430379746834,0.14884691930379748,0.16729144778481012,0.48931108718945493,0.4684110212913528,0.5106454060053361,0.8265822784810126,0.8075949367088607,0.8449367088607594
GPT-OSS-120B,temperature_125,variant0_neutral_baseline,1580,1580,0,1.0,1.0,0.1639945569620253,0.15495877056962024,0.17318253797468358,0.5018499512987573,0.48051784924158963,0.5228804364211491,0.8094936708860759,0.789873417721519,0.8291139240506329
GPT-OSS-120B,temperature_125,variant1_predicted_event,1580,1580,0,1.0,1.0,0.16520949367088608,0.1559376503164557,0.17438788765822785,0.5050982730252372,0.48364653249780615,0.5267708428718165,0.8120253164556962,0.7924050632911392,0.831028481012658
GPT-OSS-120B,temperature_125,variant2_key_attribute,1580,1580,0,1.0,1.0,0.167201582278481,0.1580930664556962,0.17661146202531644,0.5085630693504808,0.48754131197497064,0.5300321509672764,0.8158227848101266,0.7962025316455696,0.8348101265822785
GPT-OSS-120B,temperature_125,variant3_reasoning_type,1580,1580,0,1.0,1.0,0.18093316455696204,0.17137130696202532,0.1906137246835443,0.5389438105807643,0.5163901470275625,0.5616131411202003,0.8170886075949367,0.7981012658227848,0.8367088607594937
GPT-OSS-120B,temperature_125,variant4_credibility,1580,1580,0,1.0,1.0,0.17292310126582278,0.16414049367088607,0.1817097848101266,0.5224346297554584,0.5031467277739063,0.5420946454450747,0.8221518987341773,0.8031645569620253,0.8405063291139241
GPT-OSS-120B,temperature_125,variant5_key_conditions,1580,1580,0,1.0,1.0,0.15816639240506328,0.14934351107594937,0.1672261471518987,0.49026229091023427,0.46940608074333995,0.510583435005305,0.8183544303797469,0.799367088607595,0.8373417721518988
GPT-OSS-120B,temperature_125,variant6_step_by_step_reasoning,1580,1580,0,1.0,1.0,0.17546708860759494,0.16599201424050633,0.18517405221518987,0.5286658877618895,0.5068502492633065,0.5510473469748732,0.8164556962025317,0.7968354430379747,0.8354430379746836
GPT-OSS-120B,temperature_125,variant7_uncertainty_language,1580,1580,0,1.0,1.0,0.1719090506329114,0.16286675632911396,0.18122395727848103,0.5211087162083531,0.5003856960635339,0.5419259754820316,0.8177215189873418,0.7981012658227848,0.8367088607594937
GPT-OSS-120B,temperature_125,variant8_temporal_anchors,1580,1580,0,1.0,1.0,0.15726044303797468,0.14825838924050633,0.16656350474683543,0.48685820136880137,0.4659706119697722,0.5085117300989356,0.830379746835443,0.8113924050632911,0.8487341772151898
GPT-OSS-120B,temperature_175,variant0_neutral_baseline,1580,1580,0,1.0,1.0,0.16512273734177216,0.15588435166139242,0.17451870292721522,0.5039423296556889,0.48289006664350126,0.5252026470494325,0.8183544303797469,0.7987341772151899,0.8367088607594937
GPT-OSS-120B,temperature_175,variant1_predicted_event,1580,1580,0,1.0,1.0,0.17565892405063294,0.1662161661392405,0.18533921044303794,0.6503716326932762,0.5562998299189484,0.7663307432421261,0.8006329113924051,0.7803797468354431,0.8202531645569621
GPT-OSS-120B,temperature_175,variant2_key_attribute,1580,1580,0,1.0,1.0,0.16962037974683544,0.1604495411392405,0.17922155537974682,0.5562220073869434,0.5034012449699786,0.6269208333503452,0.8170886075949367,0.7974683544303798,0.8360759493670886
GPT-OSS-120B,temperature_175,variant3_reasoning_type,1580,1580,0,1.0,1.0,0.17951443037974682,0.1704487262658228,0.18892413765822785,0.5544542319697375,0.517553224201483,0.6093530394303409,0.7987341772151899,0.779113924050633,0.8183544303797469
GPT-OSS-120B,temperature_175,variant4_credibility,1580,1580,0,1.0,1.0,0.17564733797468357,0.16691399476265822,0.1844239675632911,0.5292373234054408,0.5103362161481289,0.5493109286479244,0.8164556962025317,0.7968354430379747,0.8360759493670886
GPT-OSS-120B,temperature_175,variant5_key_conditions,1580,1580,0,1.0,1.0,0.1707692506329114,0.16150823101265824,0.180364652278481,0.5384016391447635,0.5009504228929699,0.5938446228510056,0.8006329113924051,0.7803797468354431,0.819620253164557
GPT-OSS-120B,temperature_175,variant6_step_by_step_reasoning,1580,1580,0,1.0,1.0,0.17335202531645572,0.163749710443038,0.18305305221518986,0.5467151639823136,0.507866268530485,0.6009959773934512,0.8151898734177215,0.7962025316455696,0.8341772151898734
GPT-OSS-120B,temperature_175,variant7_uncertainty_language,1580,1580,0,1.0,1.0,0.1807632911392405,0.17170977056962025,0.18999103955696203,0.540292507061315,0.5196556963932054,0.5610489941342058,0.8120253164556962,0.7924050632911392,0.8316455696202532
GPT-OSS-120B,temperature_175,variant8_temporal_anchors,1580,1580,0,1.0,1.0,0.1664482911392405,0.15717691772151898,0.17563629588607596,0.5074375497309983,0.4866232257795842,0.5280532643099755,0.8088607594936709,0.7886075949367088,0.8278481012658228
GPT-OSS-120B,temperature_200,variant0_neutral_baseline,1580,1580,0,1.0,1.0,0.17811658860759494,0.16691812958860758,0.18919501848101267,0.6207909231124245,0.5421926202398462,0.7160001015259666,0.7886075949367088,0.7677215189873418,0.8088607594936709
GPT-OSS-120B,temperature_200,variant1_predicted_event,1580,1580,0,1.0,1.0,0.19267717025316455,0.1818611670886076,0.20375827373417726,0.7074069890653059,0.6042747289973265,0.8307726616684894,0.7537974683544304,0.7322784810126582,0.7753164556962026
GPT-OSS-120B,temperature_200,variant2_key_attribute,1580,1580,0,1.0,1.0,0.1892534234177215,0.17784431026898737,0.20045286947784813,0.8255074992168392,0.683394412667909,0.9903417250284539,0.779113924050633,0.7588607594936709,0.7987341772151899
GPT-OSS-120B,temperature_200,variant3_reasoning_type,1580,1580,0,1.0,1.0,0.19487468670886077,0.18366057947784808,0.20623913824367088,0.6938404332024551,0.597962884609134,0.8075470309590586,0.7740506329113924,0.7531645569620253,0.7943037974683544
GPT-OSS-120B,temperature_200,variant4_credibility,1580,1580,0,1.0,1.0,0.18852932468354433,0.17795384726265823,0.1989049430379747,0.6628632445930788,0.5770911977836762,0.7698587316574423,0.7867088607594936,0.7658227848101266,0.8063291139240506
GPT-OSS-120B,temperature_200,variant5_key_conditions,1580,1580,0,1.0,1.0,0.18748329113924053,0.1765124920886076,0.19882209177215188,0.7386576155588267,0.6204994870926344,0.8797093248307347,0.779746835443038,0.7588607594936709,0.8006329113924051
GPT-OSS-120B,temperature_200,variant6_step_by_step_reasoning,1580,1580,0,1.0,1.0,0.17729727848101262,0.16636288765822785,0.1882862737341772,0.6126304420349712,0.5349531880900793,0.7098788097667778,0.8018987341772152,0.7822784810126582,0.8215189873417722
GPT-OSS-120B,temperature_200,variant7_uncertainty_language,1580,1580,0,1.0,1.0,0.1864849803797468,0.1764716640664557,0.19698784930379748,0.6745177485340094,0.5805682244514954,0.7900689039551525,0.7886075949367088,0.7683544303797468,0.8082278481012658
GPT-OSS-120B,temperature_200,variant8_temporal_anchors,1580,1580,0,1.0,1.0,0.17988688670886074,0.16871937974683546,0.19136940381329112,0.7620298779155188,0.6321066724511333,0.9134402372251705,0.7917721518987342,0.7708860759493671,0.8113924050632911
Qwen2.5-7b-instruct,temperature_000,variant0_neutral_baseline,1580,1580,0,1.0,1.0,0.1873828639240506,0.17317258544303799,0.2021649367088607,0.5667101499089843,0.5311856791459987,0.6033514938692597,0.7544303797468355,0.7335443037974684,0.7753164556962026
Qwen2.5-7b-instruct,temperature_000,variant1_predicted_event,1580,1580,0,1.0,1.0,0.19763253164556957,0.18354017088607588,0.212075454113924,0.5870804700174119,0.5524486849524147,0.6232195227785255,0.7322784810126582,0.710126582278481,0.7537974683544304
Qwen2.5-7b-instruct,temperature_000,variant2_key_attribute,1580,1580,0,1.0,1.0,0.1981308386075949,0.183521684335443,0.2127120300632911,0.5903092893950813,0.5531666486491071,0.6283416252560179,0.7329113924050633,0.7107594936708861,0.7544303797468355
Qwen2.5-7b-instruct,temperature_000,variant3_reasoning_type,1580,1580,0,1.0,1.0,0.19784558544303799,0.18372639438291136,0.21222005814873415,0.5902601282343437,0.5547135391121046,0.6250173415006615,0.7348101265822785,0.7132911392405064,0.7569620253164557
Qwen2.5-7b-instruct,temperature_000,variant4_credibility,1580,1580,0,1.0,1.0,0.19935829113924047,0.18499183069620254,0.21394293354430377,0.5938601786484601,0.5585417483372664,0.6299545989235119,0.7354430379746836,0.7132911392405064,0.7563449367088606
Qwen2.5-7b-instruct,temperature_000,variant5_key_conditions,1580,1580,0,1.0,1.0,0.21934343354430377,0.20395016930379745,0.23482190189873414,0.6445024992850488,0.6051741985124823,0.6843094157716071,0.7050632911392405,0.6822784810126582,0.7278481012658228
Qwen2.5-7b-instruct,temperature_000,variant6_step_by_step_reasoning,1580,1580,0,1.0,1.0,0.20052672468354427,0.1856522606803797,0.2159276784018987,0.5998777534999338,0.5614501107879271,0.6387466305238895,0.7367088607594937,0.7145569620253165,0.7582436708860758
Qwen2.5-7b-instruct,temperature_000,variant7_uncertainty_language,1580,1580,0,1.0,1.0,0.19868658227848102,0.18484901424050632,0.2132201487341772,0.5913934259731578,0.555996735653907,0.6282532275416824,0.7316455696202532,0.7088607594936709,0.7537974683544304
Qwen2.5-7b-instruct,temperature_000,variant8_temporal_anchors,1580,1580,0,1.0,1.0,0.1974106487341772,0.18207781408227847,0.21216902927215187,0.5947619644918022,0.556280681484777,0.6323755654829866,0.7430379746835443,0.7221518987341772,0.7645569620253164
Qwen2.5-7b-instruct,temperature_025,variant0_neutral_baseline,1580,1580,0,1.0,1.0,0.1963881803797468,0.1817137642405063,0.2114219066455696,0.5937300741506236,0.5554074991658852,0.6325350803539981,0.7449367088607595,0.7227848101265822,0.7658227848101266
Qwen2.5-7b-instruct,temperature_025,variant1_predicted_event,1580,1579,1,0.9993670886075949,0.9993670886075949,0.20417378087397084,0.18963122229259025,0.21860372387587076,0.604189456073046,0.5685268483674414,0.6404154003463057,0.7251424952501583,0.7029765674477517,0.747308423052565
Qwen2.5-7b-instruct,temperature_025,variant2_key_attribute,1580,1580,0,1.0,1.0,0.20999873417721518,0.19505651740506327,0.2252320870253164,0.6229231901247847,0.5845257073443956,0.6620762567442604,0.7215189873417721,0.6993670886075949,0.7436708860759493
Qwen2.5-7b-instruct,temperature_025,variant3_reasoning_type,1580,1580,0,1.0,1.0,0.19837588607594936,0.18443260917721516,0.21273107911392403,0.5915365380458537,0.5562903794691715,0.626983279146543,0.7341772151898734,0.7120253164556962,0.7556962025316456
Qwen2.5-7b-instruct,temperature_025,variant4_credibility,1580,1580,0,1.0,1.0,0.19778449367088605,0.18349525158227842,0.21216073734177215,0.5909933425912758,0.5553620296353616,0.6275912290613102,0.7386075949367089,0.7170886075949368,0.7601265822784811
Qwen2.5-7b-instruct,temperature_025,variant5_key_conditions,1580,1580,0,1.0,1.0,0.223485332278481,0.20858452808544303,0.23901237460443034,0.6531238732326319,0.614509767339435,0.6930245039930878,0.6974683544303798,0.6753164556962026,0.7196202531645569
Qwen2.5-7b-instruct,temperature_025,variant6_step_by_step_reasoning,1580,1580,0,1.0,1.0,0.2014442405063291,0.18678785126582276,0.21636930854430375,0.6001629555141302,0.5621256250195513,0.6387631804097015,0.7341772151898734,0.7120253164556962,0.7563291139240507
Qwen2.5-7b-instruct,temperature_025,variant7_uncertainty_language,1580,1580,0,1.0,1.0,0.1992383069620253,0.18526620253164555,0.21391467919303794,0.5926500805526521,0.5567560094158519,0.6279829147059669,0.730379746835443,0.7088607594936709,0.7525316455696203
Qwen2.5-7b-instruct,temperature_025,variant8_temporal_anchors,1580,1580,0,1.0,1.0,0.20037147151898732,0.18538053639240504,0.21527415981012654,0.6019729666991631,0.5639899200975407,0.639396651877579,0.7373417721518988,0.7151898734177216,0.7588607594936709
Qwen2.5-7b-instruct,temperature_075,variant0_neutral_baseline,1580,1580,0,1.0,1.0,0.19738107594936705,0.18280265031645562,0.21238829746835444,0.5926225326521837,0.5559801342625104,0.6300126547096199,0.7411392405063291,0.7189873417721518,0.7626582278481012
Qwen2.5-7b-instruct,temperature_075,variant1_predicted_event,1580,1580,0,1.0,1.0,0.20421487341772152,0.1896249731012658,0.21881484335443038,0.6061445407705521,0.5700110049674701,0.6432417515538361,0.7253164556962025,0.7037974683544304,0.7468354430379747
Qwen2.5-7b-instruct,temperature_075,variant2_key_attribute,1580,1580,0,1.0,1.0,0.20897449367088605,0.1941295886075949,0.2238476028481012,0.6220113650571583,0.5840784332681593,0.659784058746923,0.7215189873417721,0.6987341772151898,0.7430379746835443
Qwen2.5-7b-instruct,temperature_075,variant3_reasoning_type,1580,1580,0,1.0,1.0,0.19819829113924048,0.1844548655063291,0.21219242405063288,0.5908609638771252,0.5566052274459876,0.6250791364823118,0.7322784810126582,0.7107594936708861,0.7544303797468355
Qwen2.5-7b-instruct,temperature_075,variant4_credibility,1580,1580,0,1.0,1.0,0.1974825316455696,0.18369713449367087,0.21212410126582276,0.591950046499204,0.5575259302999179,0.6282115886463455,0.7398734177215189,0.7177215189873418,0.7613924050632911
Qwen2.5-7b-instruct,temperature_075,variant5_key_conditions,1580,1580,0,1.0,1.0,0.22455077531645568,0.20964618868670884,0.2397983069620253,0.6548687597012361,0.6165801916517409,0.6944214346318537,0.6917721518987342,0.6689873417721519,0.7139398734177214
Qwen2.5-7b-instruct,temperature_075,variant6_step_by_step_reasoning,1580,1580,0,1.0,1.0,0.2037079905063291,0.18864616772151896,0.21843010403481014,0.6102705752297498,0.5727236499159534,0.6486651186798217,0.7316455696202532,0.709493670886076,0.7531645569620253
Qwen2.5-7b-instruct,temperature_075,variant7_uncertainty_language,1580,1579,1,0.9993670886075949,0.9993670886075949,0.20036846105129824,0.1859491466117796,0.21470756808106392,0.5946667657648302,0.5599378877910092,0.6308693146779193,0.727042431918936,0.7048765041165295,0.7492083597213426
Qwen2.5-7b-instruct,temperature_075,variant8_temporal_anchors,1580,1580,0,1.0,1.0,0.1992154430379747,0.18434742405063292,0.21432913291139238,0.5972779674170007,0.5599159548178259,0.6346105091885724,0.7373417721518988,0.7158227848101266,0.7582278481012659
Qwen2.5-7b-instruct,temperature_125,variant0_neutral_baseline,1580,1580,0,1.0,1.0,0.1966973734177215,0.18248955221518987,0.21132361550632905,0.5950873519403791,0.5574984396471591,0.6328308345348992,0.7417721518987341,0.720253164556962,0.7632911392405063
Qwen2.5-7b-instruct,temperature_125,variant1_predicted_event,1580,1580,0,1.0,1.0,0.2081155063291139,0.19404162974683542,0.22240856962025315,0.6157717362086891,0.5800805580131129,0.6513858923107525,0.7164556962025317,0.6936708860759494,0.7386075949367089
Qwen2.5-7b-instruct,temperature_125,variant2_key_attribute,1580,1580,0,1.0,1.0,0.20254585443037978,0.18840244066455697,0.21692073299050632,0.6047340770361758,0.5671304748153779,0.6418606501693112,0.7272151898734177,0.7050632911392405,0.7487499999999998
Qwen2.5-7b-instruct,temperature_125,variant3_reasoning_type,1580,1580,0,1.0,1.0,0.20009849683544303,0.18673227412974683,0.21348542681962024,0.591142379176646,0.5586220501048333,0.6254840094269367,0.7221518987341772,0.6993670886075949,0.7449367088607595
Qwen2.5-7b-instruct,temperature_125,variant4_credibility,1580,1580,0,1.0,1.0,0.19620306962025313,0.1825581902689873,0.21024768235759494,0.5863874226480973,0.5515843453171286,0.6227884526137322,0.7354430379746836,0.7132911392405064,0.7569778481012657
Qwen2.5-7b-instruct,temperature_125,variant5_key_conditions,1580,1580,0,1.0,1.0,0.22114210443037974,0.20622669185126585,0.2360747911392405,0.6476979187849652,0.609057253006113,0.6857665821089377,0.6955696202531646,0.6734177215189874,0.7183544303797469
Qwen2.5-7b-instruct,temperature_125,variant6_step_by_step_reasoning,1580,1580,0,1.0,1.0,0.19676367088607594,0.18222619620253167,0.21109419936708856,0.5914653551172618,0.5541848568968649,0.6287781501849479,0.7360759493670886,0.7145569620253165,0.7576107594936707
Qwen2.5-7b-instruct,temperature_125,variant7_uncertainty_language,1580,1580,0,1.0,1.0,0.19936185126582276,0.18547637776898732,0.21321178837025312,0.5924417459842556,0.5571826021051541,0.627589677568464,0.7291139240506329,0.7075949367088608,0.7512658227848101
Qwen2.5-7b-instruct,temperature_125,variant8_temporal_anchors,1580,1580,0,1.0,1.0,0.19512778481012658,0.18086568670886075,0.2096249161392405,0.5869119893852998,0.5513068915131727,0.6233977234119683,0.7424050632911392,0.720253164556962,0.7639240506329114
Qwen2.5-7b-instruct,temperature_175,variant0_neutral_baseline,1580,1580,0,1.0,1.0,0.19801202151898736,0.18349104890822782,0.2127481908227848,0.6018856616555173,0.5639550729195505,0.6414576389384178,0.7398734177215189,0.7183544303797469,0.7613924050632911
Qwen2.5-7b-instruct,temperature_175,variant1_predicted_event,1580,1579,1,0.9993670886075949,0.9993670886075949,0.20784540785307157,0.19383202620329318,0.2221384315389487,0.6132987493542424,0.5781383840804799,0.6486267590041288,0.714376187460418,0.6915769474350855,0.7359088030398987
Qwen2.5-7b-instruct,temperature_175,variant2_key_attribute,1580,1579,1,0.9993670886075949,0.9993670886075949,0.2141543065231159,0.19955500237492083,0.22913421627612413,0.6343946210174795,0.5968715688948858,0.672316768140397,0.7093096896770108,0.6865104496516783,0.7314756174794174
Qwen2.5-7b-instruct,temperature_175,variant3_reasoning_type,1580,1580,0,1.0,1.0,0.20331022151898734,0.18981271875,0.21647232634493674,0.6009420392114272,0.5674321203249423,0.6345880444196436,0.7170886075949368,0.6949367088607595,0.739240506329114
Qwen2.5-7b-instruct,temperature_175,variant4_credibility,1580,1579,1,0.9993670886075949,0.9993670886075949,0.20035575300823308,0.18671662656744775,0.21445904463267887,0.597270534986304,0.5621082622257945,0.6330508533882437,0.7289423685877138,0.7067764407853071,0.7504749841671944
Qwen2.5-7b-instruct,temperature_175,variant5_key_conditions,1580,1580,0,1.0,1.0,0.22857821202531645,0.21335446518987344,0.24370677610759495,0.6680189058812843,0.6302962674901192,0.70654864533756,0.6854430379746835,0.6632911392405063,0.7082278481012658
Qwen2.5-7b-instruct,temperature_175,variant6_step_by_step_reasoning,1580,1580,0,1.0,1.0,0.20812789356357583,0.19396129507911392,0.2226404328576825,0.617883871238742,0.5804754075056944,0.6562999535469283,0.7183544303797469,0.6955696202531646,0.740506329113924
Qwen2.5-7b-instruct,temperature_175,variant7_uncertainty_language,1580,1580,0,1.0,1.0,0.2021775924050633,0.18851749746835444,0.21616852650316457,0.5987658456456536,0.5645455601714356,0.6343907435324916,0.7196202531645569,0.6974683544303798,0.7417721518987341
Qwen2.5-7b-instruct,temperature_175,variant8_temporal_anchors,1580,1578,2,0.9987341772151899,0.9987341772151899,0.19728331749049427,0.18304913141634982,0.21180624485107732,0.5903711591588452,0.5543171232102837,0.6266146639549889,0.7370088719898605,0.714828897338403,0.7579214195183777
Qwen2.5-7b-instruct,temperature_200,variant0_neutral_baseline,1580,1580,0,1.0,1.0,0.20025152468354432,0.18606568419303798,0.21453228343354427,0.6053775139926817,0.5685575780923683,0.6435528262711117,0.7379746835443038,0.7164556962025317,0.759493670886076
Qwen2.5-7b-instruct,temperature_200,variant1_predicted_event,1580,1580,0,1.0,1.0,0.21045553023909985,0.1967234707823488,0.22482042626582277,0.6196585451540217,0.5844004448961818,0.654693233228691,0.7082278481012658,0.6860601265822784,0.7310126582278481
Qwen2.5-7b-instruct,temperature_200,variant2_key_attribute,1580,1579,1,0.9993670886075949,0.9993670886075949,0.21678446815990488,0.20227891005350843,0.231799400842693,0.6428710712589301,0.6042643106102159,0.6804579785924565,0.7048765041165295,0.682077264091197,0.727042431918936
Qwen2.5-7b-instruct,temperature_200,variant3_reasoning_type,1580,1580,0,1.0,1.0,0.2064161974683544,0.1931740362341772,0.22032902291139236,0.6070981407843326,0.5734643568517309,0.6404208905760447,0.7107594936708861,0.6886075949367089,0.7329113924050633
Qwen2.5-7b-instruct,temperature_200,variant4_credibility,1580,1580,0,1.0,1.0,0.21305269367088606,0.19925928153481012,0.22691622172468354,0.6284219650002126,0.592728215831827,0.6641796780854177,0.7088607594936709,0.6860759493670886,0.7316455696202532
Qwen2.5-7b-instruct,temperature_200,variant5_key_conditions,1580,1580,0,1.0,1.0,0.21832120949367087,0.20388105213607596,0.2332378448575949,0.6399236471721506,0.6026785129952617,0.6779480291779312,0.6949367088607595,0.6721518987341772,0.7170886075949368
Qwen2.5-7b-instruct,temperature_200,variant6_step_by_step_reasoning,1580,1578,2,0.9987341772151899,0.9987341772151899,0.2051927469887357,0.19050470471562103,0.2196376848203105,0.6174892960265892,0.5791319003268774,0.6566806295237146,0.7287705956907478,0.7065906210392903,0.7509505703422054
Qwen2.5-7b-instruct,temperature_200,variant7_uncertainty_language,1580,1578,2,0.9987341772151899,0.9987341772151899,0.20945462864385297,0.1953907095849176,0.22372027306717363,0.6189887493224432,0.5839539190460663,0.654193511376908,0.7078580481622306,0.6856780735107731,0.7300380228136882
Qwen2.5-7b-instruct,temperature_200,variant8_temporal_anchors,1580,1574,6,0.9962025316455696,0.9962025316455696,0.19792586975857684,0.18390556216645487,0.21275805805273185,0.593275181316749,0.5574432977635707,0.6301416355427834,0.735705209656925,0.7134688691232529,0.7566709021601017
