judge,model,temperature_dir,variant,id,forecast_correct,plausibility,completeness,source_consistency,non_hallucination,informativeness,conciseness,shap_completeness,shap_plausibility,shap_informativeness,shap_conciseness,shap_temperature,shap_evidence_words,shap_source_consistency,shap_model_Qwen3-32B,shap_non_hallucination,shap_rationale_words,shap_cat_finance,shap_cat_artificial-intelligence,shap_cat_economy-business,shap_cat_politics,shap_cat_health-pandemics,shap_cat_sports-entertainment,shap_model_Qwen2.5-7b-instruct,shap_cat_space,shap_cat_technology,shap_cat_environment-climate,shap_cat_geopolitics,shap_variant_variant4_credibility,shap_cat_elections,shap_cat_law,shap_cat_other,shap_variant_variant5_key_conditions,shap_variant_variant3_reasoning_type,shap_variant_variant6_step_by_step_reasoning,shap_variant_variant1_predicted_event,shap_variant_variant7_uncertainty_language,shap_variant_variant2_key_attribute,shap_variant_variant8_temporal_anchors,shap_output_valid
kimi-k2.5,GPT-OSS-120B,temperature_025,variant0_neutral_baseline,273,1,0.9,0.8,0.9,0.9,0.8,0.9,0.020831965995073465,0.04267223655790525,0.01944727805605304,0.020872166557277746,0.020857212840197675,0.014322386763587701,0.006990650738977322,0.0064541561546773984,-0.010738465227014627,-0.009417460777530619,-0.003002057353423645,0.0017656763259390597,0.001157278132666572,-0.0012600150818554367,0.0002681124707333159,-0.0005064064535044023,0.0012455879848817294,0.00013695894709662943,0.007103119535576658,0.0005122671949078573,0.0004583717631547839,-0.00013717331348987816,0.0007657217057861635,1.9848338728930908e-05,-0.00010966053292992918,-3.0260389602195647e-06,8.216863423063749e-07,-3.701633982788276e-05,2.6370727618641198e-05,-4.7878641356345966e-05,-1.1781064287344807e-05,5.472432102224698e-05,0.0
kimi-k2.5,GPT-OSS-120B,temperature_025,variant4_credibility,273,1,0.9,0.85,0.9,0.9,0.85,0.9,0.03969582564329779,0.04330857187949069,0.0330197172065466,0.021173469478878725,0.01961030511169294,0.012093362722718916,0.005204903022373335,0.00409596973445219,-0.011464226688622221,-0.005908314070664616,-0.0029551781082905303,0.001814062283261441,0.0017071745458518996,-0.0011354219073366387,0.000269439460658879,-0.0006570666430921381,0.0011793295470276827,0.00017128222139553806,0.006146835632318757,0.0005256985119164287,0.0004365646483369504,0.0009211188721761503,0.0006786953232659936,2.474541205847822e-05,-8.369342356710791e-05,-8.660097886071297e-06,6.058931122066613e-05,-3.2006916264516074e-05,5.76837040089261e-06,-8.409975357728877e-06,-2.2117006708269365e-05,7.475576445295015e-05,0.0
kimi-k2.5,GPT-OSS-120B,temperature_025,variant6_step_by_step_reasoning,273,1,0.9,0.8,0.9,0.9,0.8,0.85,0.02060212167806183,0.04413914238149541,0.01716071688763101,0.003657084878349996,0.021360065756458078,0.01358138984309633,0.005966155235315406,0.006869170084195367,-0.011387529878748559,-0.010125430084138793,-0.0028158966491685124,0.0019196100959005384,0.0008948005258153336,-0.0013698924921966365,0.00018125989702892333,-0.0005065816225715978,0.0015611855406166256,0.00017623644105604712,0.008159277547491007,0.0005325602410474082,-3.341501474737565e-05,-0.0001446745452274449,0.0007554605010526259,5.021601040666236e-05,-0.0001222821027887262,4.4382197160525356e-05,-2.2039208838623234e-05,0.00048455986868792814,2.260200238335333e-05,-5.534333405714231e-05,-2.0103967449375643e-05,6.992686031033409e-05,0.0
kimi-k2.5,GPT-OSS-120B,temperature_025,variant0_neutral_baseline,477,1,0.9,0.85,0.9,0.9,0.85,0.9,0.04058131084405605,0.04613740670790385,0.03662731480653387,0.023416094158552107,0.019367764159276067,0.01816477711357648,0.007023175974831238,0.004462531436540464,-0.009706564399528005,-0.010020583174970257,-0.0029670433947773587,0.0018128085936999524,0.0013084079732456145,-0.00101637124481635,-0.0017361086154176108,-0.0006409334250879106,0.0010986867521779716,0.00024054094312137285,-0.0002988708978614048,0.0004984940535039202,-0.0002999896661584722,-0.0001486695550176754,0.0006396237619043612,5.77301201736927e-05,-8.995880347916571e-05,-1.1691758083529203e-05,7.4916348505247e-05,-5.105323627144938e-05,-1.2850490232271446e-06,-3.89244423706626e-05,-7.767427425601745e-05,7.891156322258098e-05,0.0
kimi-k2.5,GPT-OSS-120B,temperature_025,variant4_credibility,477,1,0.85,0.8,0.9,0.9,0.8,0.9,0.030697218753189374,-0.007360586484721865,0.022162013984857613,0.02249827992696112,0.028382094352082658,0.018922207963533437,0.004430796730738915,0.010770391280046773,-0.01023861374396288,0.006463409420809442,-0.0034254939267707256,0.0016789056719891074,0.0011527671832085881,-0.0008551353645610506,-0.0036719469547732793,-0.0005120076866601897,0.0013433965312335057,0.0003159227885762043,-0.00034097968970686236,0.0004045704368303986,-0.0005885223749827663,0.0014878186656757256,0.00048336874923107586,0.00018434418851456615,-0.0001283609275129381,2.6850825593961704e-05,6.797557211364636e-06,-0.00010225649539660575,4.2038029338682986e-05,3.3334016940230566e-05,-8.184049027498074e-05,-2.2792849386596465e-06,0.0
kimi-k2.5,GPT-OSS-120B,temperature_025,variant5_key_conditions,477,1,0.9,0.85,0.9,0.9,0.8,0.85,0.04239137407577148,0.04688342637645369,0.024830032597041866,0.0026356112353980864,0.01963053853353504,0.01836910556312518,0.003813104443278284,0.006466765255680538,-0.010943167021544967,-0.004899491445449645,-0.002880024187250044,0.0018314365592737598,0.0007569881049466308,-0.0011006979165576261,-0.0019686482389573512,-0.0006678258669208766,0.001259783029273188,0.00024021385439521015,-0.0002963855273997225,0.0005086459873511706,-0.0005485520824294742,-0.0001634951159503664,0.0008383496730394316,0.00010855888516535227,-0.00010227671122106072,-2.8952929695082756e-05,2.1823202369867065e-06,-4.9028898846167885e-05,-1.1039229050074303e-06,-1.5061037891491018e-05,-3.698706745941741e-05,9.099458368677954e-05,0.0
kimi-k2.5,GPT-OSS-120B,temperature_025,variant3_reasoning_type,1529,1,0.9,0.85,0.9,1.0,0.85,0.9,0.0399344663007516,0.04068290388815247,0.03300700396296788,0.01983204497067226,0.018667972329910992,-0.004720937856117352,0.007356647584987583,0.004469205316112668,0.01316483025275652,-0.004608970425924199,-0.002882126032653959,0.0017109047321779516,-0.008325695557832047,-0.0010479878103012681,0.0002669274590772984,-0.000781875458575805,0.0009305230437480958,0.0002084180286444297,0.007148498335931246,0.0005832135445188735,0.00010264327113427031,-7.581149599740834e-05,0.0009542836620292196,-0.00017531083679446838,-8.751202397296551e-05,-6.081652203758463e-06,-0.0007704342849868829,-2.0272875229504558e-05,1.010392688609433e-05,-3.526155211558634e-05,1.8473812958651829e-06,6.389628549854227e-05,0.0
kimi-k2.5,GPT-OSS-120B,temperature_025,variant4_credibility,1554,1,0.9,0.85,1.0,1.0,0.85,0.9,0.04216752055084717,0.04000545647877473,0.03511780764318703,0.018763801176948442,0.016514946264336937,-0.0037764013758673064,0.01534308859258328,0.004708152625875114,0.012717402023159689,0.0019231004088783336,-0.005515585161466596,0.0024270878028076403,0.002173800740101747,-0.0006404926109345532,0.00037285790179146565,-0.0010480928875893658,0.000904327325130477,0.00040035759909415,-0.00021638002999708496,0.0005207099272079519,-0.0001106573270885579,0.0003872066829535653,0.00045455359694130716,-0.00016036358470022106,0.006836424133189901,-6.282765784424925e-06,8.749927546080447e-05,-3.356435075836107e-05,6.244151865113351e-06,-3.1753563350449446e-06,-3.8867627830717454e-05,3.804445270938985e-05,0.0
kimi-k2.5,GPT-OSS-120B,temperature_025,variant7_uncertainty_language,1554,1,0.85,0.85,0.9,0.9,0.85,0.85,0.04163591643796876,-0.012121258682029361,0.02679920124628728,-0.0006585219039632977,0.024520659117328206,-0.006183931119828975,0.001914549734169824,0.008117530102379436,-0.013462508582743634,-0.007139000948529582,-0.0031695961844622872,0.0019441165100183636,0.002041725870704544,-0.000659928217364998,0.00039669595973452435,-0.0005828263356992994,0.00112653576121332,0.0005945441555269672,-0.00041228255821387403,0.0004877300678302782,-0.000822193296233732,-0.00024927377707856393,0.0005235434245835634,0.0001230148620885105,0.0076323168834205235,8.754871154470846e-05,7.192505311785678e-05,-1.3374873050689627e-05,-2.1803985368108287e-05,1.0134514471665561e-05,-5.886587049645932e-05,3.097748401951091e-05,0.0
kimi-k2.5,GPT-OSS-120B,temperature_025,variant1_predicted_event,4892,1,0.2,0.2,0.1,0.0,0.2,0.9,-0.05435716035760888,-0.04857762739331282,-0.034971794073197116,0.019230786986660316,0.04128791458779189,0.024546399276185963,-0.011215534634694387,0.007971232188568484,0.0005817262561888825,0.0014869583288973022,-0.001597298160811156,-0.018347281779699486,0.00059971497092968,-0.001060451270395168,0.001132643084136648,-0.0009384539589712083,0.0026845922371170465,0.00037530039266538075,-0.0009685031795610036,0.00036930827269008676,-0.00026301512834650027,-0.0003079094540268749,-0.00022631225874609112,-0.00016747413826063097,-7.44541223710571e-05,4.236434262467629e-05,2.9206364034019933e-05,-1.8917914096272795e-05,0.00013530891421200138,1.476398998071933e-05,5.231115085412576e-05,-1.2799726582850886e-05,0.0
kimi-k2.5,GPT-OSS-120B,temperature_025,variant3_reasoning_type,4892,1,0.5,0.3,0.3,0.2,0.5,0.9,-0.05747004122272308,-0.04662320272670582,-0.032330501853561365,0.019293964291247925,0.04001000916178628,0.024684337195775695,-0.009927123860355972,0.008287733998267061,-0.0009658810969746171,0.0021312080499175535,-0.0018521700550424764,-0.018897614460607358,0.00016850584350759735,-0.00107247835221987,0.001405746415761886,-0.0008126203264192343,0.0023294574530517594,0.00044267937932986555,-0.0008816914017648199,0.0003745517507671392,-0.0003090725593621434,-0.0003015929076737205,-0.00014496994934945072,-0.00017054195794071893,-7.575579330210732e-05,4.71332022816405e-05,-0.00011231834783201393,-1.6476599857284758e-05,-2.6842320460903332e-05,4.002892275210533e-06,5.108910561308472e-05,-1.439696298840625e-06,0.0
kimi-k2.5,GPT-OSS-120B,temperature_025,variant1_predicted_event,4919,0,0.8,0.8,0.8,0.8,0.8,0.9,0.04397346153595277,-0.0036634526943420385,0.030138709946173573,0.02104715683788215,0.029735829219151636,-0.0408100510632334,-0.007356730973427175,0.011061019795592451,-0.010055043576846199,0.0049671806785901934,-0.003087224930899698,0.001369223548577559,0.0009909640787185568,-0.000832646126514415,-0.005135676169710656,-0.00045787441702316723,0.0007538803299742345,0.0005663650397334164,-0.0005072553511553943,0.00025692583374164996,0.0002720570334509838,-0.0001610144008740163,5.250044269158064e-05,-0.0001730397901699643,-1.5151881585798507e-05,8.395956685823405e-05,2.0178793914776645e-05,-0.00010692581374640165,-0.00015226598187620426,9.592371261245822e-05,7.77889311068174e-07,-2.5317998342212442e-05,0.0
kimi-k2.5,GPT-OSS-120B,temperature_025,variant4_credibility,4919,0,0.9,0.9,0.9,0.9,0.9,0.9,0.07622095764326263,0.04318282896427206,0.044818054119675835,0.020395821682142913,0.013479534321951227,-0.053445934337103006,0.009580390187685882,0.003213910491442997,-0.0088230036469052,-0.01675298310129403,-0.0019748627366372703,0.001035794687958011,0.0014920951350096776,-0.0008462222864667077,-0.003628596883708199,-0.0009454071983464267,0.0008729949612827895,0.00034943850528571945,-0.000375264595831618,0.00023110037638671003,0.00025215669280528744,0.0003919822733936994,0.0005210969160826886,-0.0001661782444228575,8.523598425802157e-05,-6.713416641332664e-05,0.0002061654599189228,5.910399958150782e-05,-2.1411554703464187e-06,-0.00010140617320754748,4.651185218121972e-05,-1.0286674876809296e-05,0.0
kimi-k2.5,GPT-OSS-120B,temperature_025,variant5_key_conditions,4919,0,0.9,0.8,0.9,0.9,0.8,0.9,0.022993350571237765,0.04340044176994476,0.022938486696657136,0.019407464949336296,0.019354929502254196,-0.04751565361108788,0.005794999967686337,0.007120204304251983,-0.009198091617136818,-0.007721457915336694,-0.002145933099774986,0.0011870744324554974,0.0009089617363793691,-0.0011560187678479985,-0.0020666434576044777,-0.00039486960059568837,0.00041664919514047377,0.0003375299290449869,-0.0006006009655015371,0.00012726791614387317,0.00022577778350007323,-0.00013061143234438383,0.0003195282025798133,-0.00020578010678704516,8.328112639018191e-05,9.368991265029865e-05,3.9832614927947166e-05,-0.00010393132903459223,2.3189833082779e-06,-2.2414885646936653e-05,-1.1285511813521604e-06,6.83662619021286e-05,0.0
kimi-k2.5,GPT-OSS-120B,temperature_025,variant6_step_by_step_reasoning,4061,1,0.8,0.8,0.4,0.2,0.8,0.9,0.05312433032013976,0.0013283751760562244,0.0333257167666901,0.02034330396584967,0.03496386244868214,-0.03306101469556924,0.005939506256561234,0.0115632959918799,0.014126802483371927,0.00546677734343053,-0.0031075264558187246,-0.010846759934562716,0.0008031610301196553,-0.000772445083062432,0.0004642908095651514,-0.0004760547037984659,0.0016391365549706701,0.0004980649706979776,-0.0004769973668943764,0.0002467716606742224,0.0007171058379470077,-4.512015632261365e-05,0.0004991489344512931,0.005187175340907689,-2.5907896226946704e-06,0.00020179637090526867,4.8546273807799234e-05,0.0005184822937626399,-3.692300927232531e-05,0.00011039634668511538,8.611016247639905e-05,4.683775743146546e-05,0.0
kimi-k2.5,GPT-OSS-120B,temperature_025,variant3_reasoning_type,4882,1,0.9,0.8,0.9,0.9,0.8,0.9,0.016527268147961943,0.04352187542892086,0.020763527481309673,0.021460183632891906,0.022273875393272163,0.014419558817286647,0.0037434430758752552,0.007002722626024345,-0.011403436959778267,0.0007863383064785616,-0.002617182558946561,0.0019174602915257306,0.0012772337385617719,-0.0008974101687950619,0.0003329671175228175,0.011013545980935206,0.0015966395786845306,0.0001893025283675043,-0.00030873655212086394,0.0004986863242697066,-8.50391430963477e-05,-0.00012711056250897876,0.0007319212668988216,-3.5159930957054664e-05,-9.09807050414163e-05,5.969499980251222e-06,-0.0002805928559097378,-7.292676801282775e-05,1.9086065194293886e-05,-1.0182658892513555e-05,-4.805014108141282e-06,3.2567239201118346e-05,0.0
kimi-k2.5,GPT-OSS-120B,temperature_025,variant4_credibility,4882,1,0.8,0.8,0.7,0.4,0.8,0.9,0.04132824026189606,-0.009203335551495821,0.027884887784698244,0.024615842898520052,0.0373506382354575,0.009364421848341081,-0.0035661942729487495,0.009955363374120521,0.010543052476361333,0.001736733638954004,-0.003143397321985992,0.0023666730366519472,0.001655599060686899,-0.0005957358877156313,0.0006363797826726362,0.010420605603725581,0.0023674477558280767,0.00038263695303782715,-0.0003588867200758706,0.0005113600199954666,0.00010901127999343907,0.0016385652545201114,9.381084583218521e-05,5.707783602812644e-05,-0.00011409797809449212,0.00010272787041251274,8.826571611748635e-05,-6.791371699513824e-05,2.976321727557817e-05,4.792120999723986e-05,-9.861399785543221e-06,-1.6901696397547003e-05,0.0
kimi-k2.5,GPT-OSS-120B,temperature_025,variant7_uncertainty_language,4882,1,0.8,0.7,0.7,0.4,0.7,0.9,0.005320479213005818,-0.003433056185383445,-0.007871736905798845,0.020256531063108117,0.034344647787839806,0.011841445921582993,-0.006534332645871072,0.010053228131617409,0.0021956946460648654,-0.014713378237286122,-0.0021085100461601452,0.0024799737076385236,0.0010665765426953267,-0.0007271655389018038,0.0008516945840996472,0.008760600347908052,0.0016652009260597436,0.00046827963358749035,-0.0004109053622963191,0.0008978015282624828,-0.0003311546516427098,-0.0004398474415155411,-0.00023391337920792416,-0.0003354349018199942,-0.00011038834433869025,0.00018318630874770807,0.00012647813715016006,-2.817615148314033e-05,-4.416583005739122e-05,0.0006259315390152559,-4.234453360231821e-06,-6.295209575217267e-05,0.0
kimi-k2.5,GPT-OSS-120B,temperature_025,variant8_temporal_anchors,4882,1,0.9,0.9,0.9,0.9,0.9,0.9,0.08609917574623756,0.048201605163074444,0.04567067168227197,0.024779816961647338,0.014960521010264908,0.011661025350402721,0.00877334324055404,0.0034777504181094866,-0.00900881379541603,0.013058036653467093,-0.003425085191899309,0.0021028990148589293,0.0022618485919551523,-0.0005664119354824531,0.00044145819224543185,0.026714121993092105,0.0016803853096384906,0.00034502774490274574,-3.0098436551585837e-05,0.000587078085414123,0.00011972277591469429,-0.0001272151776610626,0.0006315141585572721,9.645193209630006e-05,-4.298633047012804e-05,2.5823551945781214e-05,3.0588326513988155e-05,-2.4795121394085064e-05,9.612512644953125e-06,1.0210744641470447e-05,-8.365037144514713e-05,-0.0003198912706141916,0.0
