judge,model,temperature_dir,variant,id,forecast_correct,plausibility,completeness,source_consistency,non_hallucination,informativeness,conciseness,shap_plausibility,shap_completeness,shap_informativeness,shap_source_consistency,shap_evidence_words,shap_rationale_words,shap_cat_finance,shap_temperature,shap_model_Qwen3-32B,shap_cat_artificial-intelligence,shap_non_hallucination,shap_cat_politics,shap_cat_economy-business,shap_model_Qwen2.5-7b-instruct,shap_cat_sports-entertainment,shap_cat_health-pandemics,shap_cat_space,shap_cat_environment-climate,shap_cat_technology,shap_cat_geopolitics,shap_conciseness,shap_cat_law,shap_cat_elections,shap_cat_other,shap_variant_variant4_credibility,shap_variant_variant5_key_conditions,shap_variant_variant6_step_by_step_reasoning,shap_variant_variant8_temporal_anchors,shap_variant_variant1_predicted_event,shap_variant_variant3_reasoning_type,shap_variant_variant7_uncertainty_language,shap_variant_variant2_key_attribute,shap_output_valid
gemma-4-31b-it,GPT-OSS-120B,temperature_025,variant6_step_by_step_reasoning,512,0,1.0,1.0,0.0,0.0,1.0,1.0,0.03343912300707177,0.017667055290977292,0.015393333808689591,-0.048465431797750494,0.00035985497241894636,-0.013850530359433469,-0.006022435144643071,0.024697419952059624,0.010661195694900408,-0.030945183003632505,-0.0043275610652748694,-0.0018405171233611573,-9.862699321015469e-05,0.0006047603040825498,-0.0013533242328118572,0.001285668571856898,0.0006354240173497364,0.0005873863484879352,-0.0004810346638636777,0.00033658527165866304,7.293142392201519e-06,-0.00030688551231498494,0.0001663385087442064,-9.435472466390467e-05,-0.00013385638669824663,0.00011216469331444503,-7.891202680625614e-05,8.626809155654374e-05,8.047975047357705e-05,5.627715319301627e-05,-7.928766803005723e-05,3.7119638567173356e-05,0.0
gemma-4-31b-it,GPT-OSS-120B,temperature_025,variant2_key_attribute,1079,1,0.0,0.0,0.0,0.0,0.0,1.0,-0.06992973962445853,-0.01825633485762462,-0.005983835849840005,-0.01159360695642317,0.021757826787607664,0.005501632936344104,-0.0032149166994312013,0.03734276231575737,0.006166085792989567,0.0015973079615920513,0.014640730793612581,-0.005194434348685464,0.0005174309971484319,0.00392226189304445,-0.0016992432531652483,0.0032768885488020203,0.006238516438991019,0.0014999256213874463,0.013397484178655505,0.0007621270689477149,0.0011388705752271738,-7.116314233423303e-05,0.00022176275685837466,-0.00033701611422942826,-9.54599837916491e-05,0.00013253310235947552,0.00011181707141802922,-3.542029321213938e-05,2.3277876167695692e-05,2.9777133964392656e-05,5.092311299253535e-06,0.00023978146668267035,0.0
gemma-4-31b-it,GPT-OSS-120B,temperature_025,variant5_key_conditions,1079,1,0.0,0.0,0.0,0.0,0.0,1.0,-0.06851082740442306,-0.017108212552713453,-0.0052979429170147575,-0.01169520888417183,0.02207161573112364,-0.011423796964811767,-0.003088866759694818,0.03436189425591434,0.005948444438013809,0.0016798845194824204,0.013732875600987828,-0.004737151791975812,0.0006899719042520493,0.00369067934671855,-0.0016968823066116896,0.0032667460674590857,0.006248470867463661,0.0014989047623374596,0.012477631159593293,0.0005168804467989155,0.0009725755831873333,-8.265749254953114e-05,0.00023126917711327013,-0.0003206055040650818,-0.00020378595951845208,-0.0005390921439869674,0.00012321845528448486,-2.890229998079698e-05,3.754576942754395e-05,2.9552940267278423e-05,-8.452517930971292e-06,-2.3852912965150983e-05,0.0
gemma-4-31b-it,GPT-OSS-120B,temperature_025,variant0_neutral_baseline,1402,1,1.0,1.0,1.0,1.0,1.0,1.0,0.037866250953709595,0.02008761388984762,0.023780252270940314,0.01309019135649527,-0.0017025792143608382,-0.007778950215943405,-0.007908906933518976,0.014983379500692428,0.009278858871656482,0.0013264354881433432,0.000736451017131901,-0.0010296500639983693,0.006943592770801999,-0.0008730408831173829,-0.0007903807816608954,0.0004932665541197886,-0.006028396975466031,0.0009984307258869229,0.018487274560753792,0.0003941016518014605,0.0007557766184003196,-0.00010228612849688813,0.0003675241203077902,-6.182080792912429e-05,-0.00012224305804895907,-1.515788479206003e-05,5.959846557942241e-05,7.246688571770863e-05,8.391592102087957e-05,6.624604656792607e-05,9.820891118889355e-05,-2.4682822109339062e-05,0.0
gemma-4-31b-it,GPT-OSS-120B,temperature_025,variant4_credibility,1402,1,1.0,1.0,1.0,1.0,1.0,1.0,0.038049682321789034,0.020363967177962097,0.023607947470103568,0.012838501397058817,-0.0017274075910517592,-0.003261238664428474,-0.008254618904280038,0.015114111678127054,0.009240558174490297,0.00124109640109897,0.00048690353704991133,-0.0010243683942156266,0.006538833715592203,-0.000761192684050893,-0.0008291101997043235,0.0005022456427252304,-0.0074778633055720195,0.0009754685328378802,0.017620195721115586,0.0004398675705733491,0.0007663690274114937,-0.00012841122983041115,0.0003157681102505637,-6.363896233037305e-05,0.00015111805794770647,-1.4810141635043089e-05,4.099355560061461e-05,2.688541446413331e-05,7.792977205242837e-05,6.600569748820932e-05,8.992509232467476e-05,-5.23173840232719e-05,0.0
gemma-4-31b-it,GPT-OSS-120B,temperature_025,variant6_step_by_step_reasoning,1402,1,1.0,1.0,1.0,1.0,1.0,1.0,0.03863360536188608,0.02048718529519763,0.02356254548425344,0.013028606472387046,-0.0016649870230557846,0.00035998230471824435,-0.008087243481020686,0.014818809617952473,0.00884067288814511,0.001257642929861065,0.0007500503992273065,-0.0010440481470950066,0.006633610590343633,-0.0007277400218800408,-0.0009107261273000856,0.00048647779977967106,-0.008043456057094429,0.0009590067096926027,0.017044896308666464,0.00047051116208479953,0.0006822301426042704,-0.00017182903499769007,0.0003405214945592345,-6.24845091594571e-05,-1.8801969990175602e-05,-1.9704512445565477e-05,0.00023733914448943413,1.7742944289271875e-05,7.135936513585778e-05,6.423756381586692e-05,0.00013026070086231056,-5.65055395570176e-05,0.0
gemma-4-31b-it,GPT-OSS-120B,temperature_025,variant0_neutral_baseline,1517,1,1.0,1.0,1.0,1.0,1.0,1.0,0.03299451151951255,0.017038910545314066,0.01874531594454512,0.012341734059645008,-0.08267271221538204,0.014303332582817645,-0.00432371044007807,0.014242512569368242,0.00900527432076691,-0.000666288339069,0.0006041326785733431,-0.0012115631712624505,-0.006305310935830718,-0.0007238907111878764,-0.0008055163337569548,0.0005780354944978068,0.0006575493045499504,-0.00016510884328719755,-0.0007666882942369079,0.00028564483999447306,0.0001511973459995473,-0.0012742791143088628,0.0007825536810865153,0.00019390016677572425,-6.353791252926017e-05,-7.827929165690883e-05,-9.219344530856936e-05,3.3096886472720136e-05,1.5144386615743254e-05,1.6572653529995877e-05,1.8734293273334166e-05,-2.7854004328459078e-05,0.0
gemma-4-31b-it,GPT-OSS-120B,temperature_025,variant4_credibility,1517,1,1.0,1.0,1.0,1.0,1.0,1.0,0.03254981005384477,0.017394415055843764,0.018404949200782148,0.01240832239930474,-0.080949023880676,0.008576164101625143,-0.0038992222402406867,0.015420237781744233,0.009124755042182763,-0.000708075468893622,0.00031927222592567596,-0.0012122212532340222,-0.005601080462729643,-0.0004423098899733015,-0.000713411341315609,0.000601084239834509,0.0006187734211169084,-9.62304316348466e-05,-0.0007529831032603535,0.0002427024655624932,0.00023146795854587138,-0.0012812160398973217,0.0008301785177556243,0.00019340614775033584,0.0004602460434759338,-8.484362003517274e-05,-9.563345631686263e-05,5.603232996589677e-06,1.41876644491859e-05,1.6367269639657774e-05,1.6042308619507913e-05,-2.7894159862297842e-05,0.0
gemma-4-31b-it,GPT-OSS-120B,temperature_025,variant5_key_conditions,1517,1,1.0,1.0,1.0,1.0,1.0,1.0,0.03144935371114376,0.016416201901427823,0.01794486490327313,0.012215853598869926,-0.07737510110538597,-0.01279356907125856,-0.0043350038542179425,0.016297052339251498,0.009596957781796606,-0.0008011459682662328,0.00047240195404623796,-0.0011368500247190298,-0.004185860313189981,-0.00031724830096792014,-0.0006246522291069057,0.0006014877959495373,0.0004899314896750802,-3.462094875877798e-05,-0.0008470393651646915,7.756871518785731e-05,0.00012774818400294597,-0.0010772595479682854,0.0010536041028036728,0.00019505429523901372,-7.080671959190021e-05,0.0005477649396014158,-2.9349891783812777e-05,1.5889165219062342e-05,5.2681110355002235e-05,3.8780251748284455e-05,-2.789190450176489e-05,1.0640841121395751e-05,0.0
gemma-4-31b-it,GPT-OSS-120B,temperature_025,variant3_reasoning_type,1529,1,1.0,1.0,1.0,1.0,1.0,1.0,0.03750566304502265,0.02192868644623791,0.024382177981357982,0.01427219634395257,0.0001327780826286213,-0.009677936911110059,-0.006267857776806762,0.013638444166591435,0.007909726249802351,0.0017083229475272001,0.0002608654438437923,-0.0012020200256246327,-0.004379550324348414,-0.0008940253082957068,-0.0006873849496413575,0.0004879572250165512,0.0006503588176714505,0.0010289868273338834,0.01781033044759919,0.000258489664423338,0.0006638529069002269,-0.00017891012728088161,0.00046412834831241647,-6.575324425770341e-05,-0.000166860617672075,-3.3378728247997474e-05,7.5065317749377835e-06,6.509842231454476e-05,6.873690386906027e-05,-0.0004950580136351374,-4.555815266813912e-05,-2.801103119440517e-06,0.0
gemma-4-31b-it,GPT-OSS-120B,temperature_025,variant4_credibility,1554,1,1.0,1.0,1.0,1.0,1.0,1.0,0.038366192723985164,0.02098692022155246,0.02298424815007426,0.014766497452389405,0.0011736905678165128,0.0010005770761133115,-0.00932801198101238,0.012764824906736149,0.007033059916934587,0.003032763071296587,0.00024499126611865745,-0.0009892479752963773,0.0022355857916287656,-0.0005653032885800953,-0.0008689459225600061,0.0007347488339113053,0.001322125424444207,0.0009262777001279587,-0.0005085955309500973,-0.0002695713680465669,1.3602564679427484e-05,-0.00020231752899980957,1.119281329184311e-06,0.001957179862961068,0.0003578756867132784,-6.0746789904562614e-05,-7.209159119965722e-05,2.057989744329389e-05,3.102317419142921e-05,2.4383072380434406e-05,-5.045803989533935e-06,-1.2050140422986502e-05,0.0
gemma-4-31b-it,GPT-OSS-120B,temperature_025,variant7_uncertainty_language,1554,1,0.0,0.0,0.0,0.0,0.0,1.0,-0.06976362283127048,-0.023833434354914047,-0.00487100980483139,-0.016565788589817686,-0.015290794442030345,-0.008135865320197725,-0.004031943547503324,0.027886527064552757,0.005113017084866593,0.001985809731466293,0.013123164152698806,-0.0054647494443472965,0.0008356300470188848,0.0023347600707664877,-0.0015543080377528483,0.0035066755221398755,0.0008007481792701919,0.0013228617698849794,-0.00043074033124124373,9.351635553224445e-05,-0.0005406241488082324,-0.00010336679097184699,3.672692178578232e-05,0.010241395495507703,-0.0001618157274298838,-2.9807501315488286e-06,4.680949959794677e-05,-6.0269775661588394e-05,2.5531214520492922e-05,0.00010877438506078638,0.0008991979793911172,-5.70415616683415e-05,0.0
gemma-4-31b-it,GPT-OSS-120B,temperature_025,variant1_predicted_event,2709,1,1.0,1.0,1.0,1.0,1.0,1.0,0.03833572442282088,0.01853622982749294,0.0216252267486625,0.014538414836113183,0.015355450061496004,0.006325879107588683,-0.008507170224698527,0.013456985816725147,0.00722457241653566,0.00277737557199324,0.0001537908682513187,-0.0009918152900667365,0.0019690340755448366,-0.0004526311125553236,-0.0008562417433902903,0.0005466450250812429,0.0009557238062552791,0.0009246886476006159,-0.0004695598004708822,-0.00024763861093531834,1.3110975270011619e-05,-0.00014653548612512257,7.41806394080487e-05,0.002157763784111413,-5.836913251883731e-05,-3.158062465604389e-05,-7.382762851093372e-05,2.3682596628274066e-05,-0.00016340311951355151,1.2892278055444071e-05,9.370807892645428e-06,-1.2957180988860604e-05,0.0
gemma-4-31b-it,GPT-OSS-120B,temperature_025,variant3_reasoning_type,2709,1,1.0,1.0,1.0,1.0,1.0,1.0,0.038293612532054704,0.018498783730969567,0.021820923145735933,0.014592781715872414,0.015370387059279537,0.006373324366842032,-0.008643545115873185,0.013645114189557071,0.00727009808087334,0.0027621402298308594,0.00019904501912441092,-0.0009874288958855006,0.0019384331262502824,-0.0005490367254335244,-0.0008061981191277725,0.0005365269205555748,0.0009643731492564683,0.0009314027159286377,-0.00048757871762366607,-0.00024104197161961625,-2.035052082381558e-05,-0.00014824702743446207,7.49424018294366e-05,0.0023456949079320873,-5.831311288296257e-05,-3.157719602429119e-05,-7.371024235294199e-05,1.588438145621832e-05,2.6079312776744025e-05,-7.917035133075923e-05,1.0057172725803538e-05,-1.232680534572717e-05,0.0
gemma-4-31b-it,GPT-OSS-120B,temperature_025,variant1_predicted_event,2937,1,1.0,1.0,1.0,0.0,1.0,1.0,0.040473848474863024,0.024054030388724633,0.021150602499974785,0.022967833619133293,0.00016616118534062548,0.008749482494060944,-0.00792371731408694,0.01713803097851715,0.008235821617068612,0.0033252839142753716,0.0012652918908143051,-0.0012846230939254882,0.0013460051581243812,0.0005772270859982228,-0.001490673491471795,-0.008841864664949378,0.0014909814790551434,0.0007967271326755626,-0.00043450310097528145,-0.00010694975299685126,-8.474174641680862e-05,-0.0002746582727861721,0.00019745316954847836,-4.858284375945795e-05,-6.721047991074953e-05,-2.505548913830053e-05,-6.60268479423176e-05,3.749438033907606e-05,-0.0002534878915846342,1.127639190518446e-05,1.523487604655184e-05,-2.3063394606949685e-05,0.0
gemma-4-31b-it,GPT-OSS-120B,temperature_025,variant4_credibility,2937,1,1.0,1.0,1.0,0.0,1.0,1.0,0.038407268109830084,0.022423346499201597,0.020295726707159505,0.022078803903997062,-0.0004719672246455211,-0.024658101799663674,-0.00866263141985036,0.01545996471787202,0.008491667387964382,0.0032358606773895014,0.001715873812758611,-0.00122029328892911,0.0008809124302494179,0.0003453806207900223,-0.0012443578132391709,-0.008730382368331728,0.0012122709990632645,0.0009184401631185362,-0.0005734862336827187,-0.0002879028548653171,-5.548989279369019e-05,-0.00022706641971519107,0.00043561749183093645,-4.296126978664998e-05,0.001389989636030613,-3.6303741218901606e-05,3.1147595005546385e-05,8.90434031226319e-05,5.0863104897807926e-05,8.856583738361936e-05,-4.5919196831989935e-05,-1.231544991091899e-05,0.0
gemma-4-31b-it,GPT-OSS-120B,temperature_025,variant5_key_conditions,2937,1,1.0,1.0,1.0,0.0,1.0,1.0,0.03876238796229702,0.02283379283001166,0.020785071734297236,0.022006786952645314,-5.396929593815052e-05,-0.017010936213568643,-0.008525786135429791,0.01685167183635188,0.008642901954424976,0.003133640509013562,0.0015960343028152456,-0.0012787673737381076,0.0009050387251565404,0.00048418025338319693,-0.0012724045076324209,-0.0080534717311379,0.001259837612187345,0.0008705008283675338,-0.0005409174989156442,-0.00029510278874961363,-0.00020737830400111349,-0.0001938513285647239,0.0003391853132687043,-4.998486849985361e-05,-0.00019868258636115656,0.0004056116855800551,1.8193903834534553e-05,0.00012069987940863003,3.5975179059188416e-05,7.801724822531106e-05,-1.633238634422456e-05,-1.3740904743675404e-05,0.0
gemma-4-31b-it,GPT-OSS-120B,temperature_025,variant6_step_by_step_reasoning,4061,1,1.0,1.0,1.0,0.0,1.0,1.0,0.031833271955703596,0.018450670073773812,0.017200971698553322,0.017588942519699616,-0.06504076888444733,0.0034804558580265764,-0.003842865833765774,0.020768047179330073,0.012682829364780114,-0.0052182705189883155,-0.006831918314987354,-0.0013038694339571207,-0.002100333553902264,-0.0002853849678853638,-0.0010894448120900768,0.0005605754770869836,0.0009742368665594227,-0.0001053974795088465,-0.0008871568436094087,0.0006715950681265674,-0.0001762949656599236,0.018441886338189356,0.001954169491572928,0.00010778392515357134,-0.00010500476813560604,-3.455096961386304e-05,0.0014405757544993323,4.015139020135852e-05,9.809874611514834e-05,-1.9142804951718874e-05,-1.1695106907139343e-05,-4.91837190885468e-05,0.0
gemma-4-31b-it,GPT-OSS-120B,temperature_025,variant3_reasoning_type,4882,1,1.0,1.0,1.0,1.0,1.0,1.0,0.03968583440976485,0.019119094926124944,0.021495441087017134,0.013005886661982376,0.010756949655797128,-0.00048433168632748005,-0.00829888276606383,0.014036338621177848,0.007012036552938037,0.002738751238127517,-0.0020080271856191797,-0.000908217707510674,0.002141596120127255,-0.00019620492547097062,0.014123266630887496,0.0004052005371881412,0.000790192360742975,0.0009514042282703965,-0.00048687812486126954,2.9624627080621888e-05,0.0005024003306687297,-0.00014474748242837286,6.689356173905577e-05,-5.9473267723349144e-05,-0.00010801489611995049,-9.020232673342295e-05,-7.065319516495191e-05,1.1994793907797471e-05,1.1938646015513798e-05,-0.0009879232933380031,-4.297187283288212e-05,-1.8024474318160244e-05,0.0
gemma-4-31b-it,GPT-OSS-120B,temperature_025,variant4_credibility,4882,1,1.0,1.0,1.0,0.0,1.0,1.0,0.03956418752415638,0.019690261773412678,0.018263109622368476,0.02093946975624719,0.012993146786696849,-0.006726206655192257,-0.007266640790864025,0.018371786261161763,0.009030395280080733,0.0026241031056746193,0.010040236882570176,-0.0011419708797294713,0.0018174811770711814,0.000400935475754951,0.02214464356938129,0.0006574911195530324,0.0008626113174764261,0.0009712912857490519,-0.0004924730278573134,0.00017335922064484828,0.0005887608391243217,-0.0001551777985098573,0.0004411567018693051,-6.995502661063534e-05,0.0011464432796087945,-8.8115758706616e-05,-6.329141946999388e-07,7.509697040334119e-05,1.9954005280984972e-05,0.00013433083241720683,-3.678012290995154e-05,-1.622156123939203e-05,0.0
gemma-4-31b-it,GPT-OSS-120B,temperature_025,variant7_uncertainty_language,4882,1,1.0,1.0,1.0,0.0,1.0,1.0,0.03835375573901823,0.01871400396232313,0.018001133609066605,0.02019148439597994,0.01250397384053286,-0.02455573106464703,-0.0069487574458726815,0.018238080877649877,0.008971558390793099,0.002602467979535229,0.01028782933060953,-0.0011500846088947896,0.0015719291878167885,0.0001961128582435185,0.02112901276888017,0.000684641174831044,0.000852505561117074,0.000983981903408048,-0.0005681602110137616,-5.2587787772865065e-05,0.00045260045380006176,-0.0001177549453647046,0.0005592335740276344,-6.637871797321377e-05,-0.00027291992152036744,-3.158893696527616e-05,3.134753200863053e-05,0.0001671039019402076,5.6845494511200145e-05,0.0001650415105505723,0.0010080514657013879,-8.199585007350256e-06,0.0
gemma-4-31b-it,GPT-OSS-120B,temperature_025,variant8_temporal_anchors,4882,1,1.0,1.0,1.0,1.0,1.0,1.0,0.041912083618591826,0.019193627535779013,0.022437709376570844,0.013284398744473928,0.011520990430894804,0.023756198562274417,-0.00890130558666317,0.012306678299217633,0.006732323726423218,0.0029154218980462113,-0.0019140819370171457,-0.0009108757126870452,0.002593149181115739,-0.0005596465220251473,0.019165044616721142,0.0004930406897351306,0.000911112843975991,0.0007729452652939677,-0.00046786921189722176,0.00016146359284726163,0.0005940978190203078,-0.0001286210983128366,4.605960500974167e-05,-5.5335138748941194e-05,-9.209240675906973e-05,-3.886104932343165e-05,-7.371696185227056e-05,-0.00010374149669967622,1.0416312729586439e-05,9.228827027980214e-05,1.9874734246163496e-06,-2.7128306684159562e-05,0.0
